version,trial,kills,deaths,wave,alive,hp,enemyCount,durationSec,avgFps,minFps,maxEnemies,botType,levelId,mode,aimbotOff,jsonlFile,corrBuckets
v19,1,5,0,2,1,1,2,99,59.9,54.4,4,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t1.jsonl,0
v19,2,8,0,3,1,1,5,99,59.9,56.1,6,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t2.jsonl,0
v19,3,1,0,1,1,1,2,100,59.9,58.1,3,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t3.jsonl,0
v19,4,14,0,4,1,1,6,99,59.9,54.2,7,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t4.jsonl,0
v19,5,2,1,1,0,0,0,99,59.3,31.5,3,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t5.jsonl,0
v19,6,1,0,1,1,1,2,99,59.9,53.8,3,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t6.jsonl,0
v19,7,0,0,1,1,1,3,100,59.9,56.5,3,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t7.jsonl,0
v19,8,4,0,2,1,1,3,100,59.9,56.9,4,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t8.jsonl,0
v19,9,10,0,3,1,1,3,99,60.0,59.6,6,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t9.jsonl,0
v19,10,5,0,2,1,1,2,101,60.0,58.8,4,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t10.jsonl,0
v19,11,4,3,1,0,0,0,99,59.4,43.0,4,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t11.jsonl,0
v19,12,3,1,2,0,0,4,100,59.8,47.6,4,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t12.jsonl,0
v19,13,0,1,1,0,0,0,99,59.7,48.9,3,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t13.jsonl,0
v19,14,4,0,2,1,1,3,101,59.8,50.5,4,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t14.jsonl,0
v19,15,1,0,1,1,1,2,100,60.0,58.0,3,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t15.jsonl,0
v19,16,6,2,1,0,0,0,100,59.6,43.6,4,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t16.jsonl,0
v19,17,16,0,4,1,1,4,100,60.0,58.7,7,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t17.jsonl,0
v19,18,3,1,1,0,0,0,100,59.8,56.0,4,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t18.jsonl,0
v19,19,0,0,1,1,1,3,100,60.0,59.6,3,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t19.jsonl,0
v19,20,10,1,3,0,0,3,100,59.7,46.3,6,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t20.jsonl,0
v19,21,4,0,2,1,1,3,99,59.9,54.0,4,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t21.jsonl,0
v19,22,3,2,1,0,0,3,100,59.8,51.0,4,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t22.jsonl,0
v19,23,9,1,1,1,1,0,100,59.8,55.1,6,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t23.jsonl,0
v19,24,3,0,2,1,1,0,100,59.9,56.5,3,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t24.jsonl,0
v19,25,7,0,3,1,1,6,99,59.9,54.2,6,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t25.jsonl,0
v19,26,5,0,2,1,1,2,101,59.9,51.7,4,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t26.jsonl,10
v19,27,5,0,2,1,1,2,101,60.0,58.8,4,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t27.jsonl,9
v19,28,6,0,2,1,1,1,100,60.0,59.5,4,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t28.jsonl,5
v19,29,3,1,1,0,0,0,100,59.3,48.0,4,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t29.jsonl,0
v19,30,0,1,1,1,1,3,99,59.9,56.2,3,hunter,custom-c69c5ff7-f4e,survival,0,v19-custom-c69c5ff7-f4e-t30.jsonl,0
v19,1,1,0,1,1,1,2,100,59.9,56.3,3,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t1.jsonl,0
v19,2,0,0,1,1,1,3,100,60.0,58.4,3,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t2.jsonl,0
v19,3,1,2,1,0,0,3,100,59.8,52.8,3,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t3.jsonl,0
v19,4,2,2,1,0,0,0,100,59.9,56.1,3,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t4.jsonl,0
v19,5,1,1,1,0,0,2,100,59.8,45.6,3,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t5.jsonl,0
v19,6,1,3,1,0,0,2,100,59.9,55.8,3,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t6.jsonl,0
v19,7,0,1,1,0,0,0,100,59.7,50.2,3,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t7.jsonl,0
v19,8,2,1,2,1,1,1,100,59.8,48.4,3,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t8.jsonl,5
v19,9,4,0,2,1,1,3,99,59.9,53.8,4,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t9.jsonl,0
v19,10,6,2,1,0,0,0,99,59.5,42.0,4,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t10.jsonl,0
v19,11,0,2,1,0,0,0,100,59.5,42.7,3,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t11.jsonl,0
v19,12,4,1,1,1,1,1,99,60.0,57.6,4,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t12.jsonl,6
v19,13,3,1,1,1,1,2,99,59.8,46.0,4,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t13.jsonl,10
v19,14,11,1,3,0,0,2,99,59.8,44.5,6,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t14.jsonl,23
v19,15,0,0,1,1,1,3,98,59.9,56.0,3,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t15.jsonl,0
v19,16,0,3,1,0,0,0,99,59.7,50.0,3,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t16.jsonl,0
v19,17,0,0,1,1,1,3,99,59.9,53.8,3,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t17.jsonl,0
v19,18,1,2,1,1,1,2,99,59.8,47.9,3,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t18.jsonl,0
v19,19,6,1,1,1,1,3,99,59.6,35.9,4,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t19.jsonl,14
v19,20,6,1,2,0,0,1,98,59.7,39.8,4,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t20.jsonl,10
v19,21,0,0,1,1,1,3,99,60.0,56.5,3,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t21.jsonl,0
v19,22,0,2,1,1,1,0,99,59.5,48.0,3,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t22.jsonl,0
v19,23,4,0,2,1,1,3,99,59.9,52.5,4,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t23.jsonl,9
v19,24,4,0,2,1,1,3,99,59.9,56.5,4,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t24.jsonl,9
v19,25,0,0,1,1,1,3,98,59.9,54.2,3,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t25.jsonl,0
v19,26,0,0,1,1,1,3,99,60.0,59.1,3,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t26.jsonl,0
v19,27,5,1,2,1,1,2,99,59.7,42.0,4,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t27.jsonl,15
v19,28,2,0,1,1,1,1,100,60.0,59.2,3,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t28.jsonl,0
v19,29,7,1,1,0,0,0,99,59.6,52.3,6,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t29.jsonl,9
v19,30,1,2,1,0,0,0,100,59.7,48.4,3,hunter,custom-a6b7c90f-813,survival,0,v19-custom-a6b7c90f-813-t30.jsonl,0
